Aging cycle,SOH(%),SOC(%),R_int(%),Frequency(Hz),Zmod(Ohm),Zphz(deg),Zreal(Ohm),Zimg(Ohm),OCV(V)
0,100.0,100,0.0,0.15857580304145813,0.02019380033016205,-7.395215034484863,0.0200258269906044,-0.0025992002338171005,4.185768127441406
0,100.0,100,0.0,0.12600809335708618,0.020524000748991966,-8.267391204833984,0.02031071111559868,-0.0029512078035622835,4.185768127441406
0,100.0,100,0.0,0.10007470101118088,0.02089349925518036,-9.273473739624023,0.020620429888367653,-0.0033669229596853256,4.185768127441406
0,100.0,75,0.0,9946.650390625,0.014785800129175186,30.227279663085938,0.012775451876223087,0.0074436357244849205,3.9666223526000977
0,100.0,75,0.0,7888.72021484375,0.0139098996296525,24.794979095458984,0.01262760441750288,0.005833429750055075,3.9666223526000977
0,100.0,75,0.0,6288.10986328125,0.013297400437295437,19.798830032348633,0.012511360459029675,0.004504078067839146,3.9666223526000977
0,100.0,75,0.0,5039.06298828125,0.012938500382006168,15.353949546813965,0.012476705946028233,0.0034258710220456123,3.9666223526000977
0,100.0,75,0.0,4001.52392578125,0.012736399658024311,11.275589942932129,0.012490562163293362,0.002490327227860689,3.9666223526000977
0,100.0,75,0.0,3164.06298828125,0.012653900310397148,7.640169143676758,0.012541566044092178,0.0016823522746562958,3.9666223526000977
0,100.0,75,0.0,2507.26708984375,0.012683000415563583,4.612339019775391,0.012641927227377892,0.0010198855306953192,3.9666223526000977
0,100.0,75,0.0,1979.1669921875,0.01279240008443594,2.056490898132324,0.012784160673618317,0.0004590531170833856,3.9666223526000977
0,100.0,75,0.0,1598.010986328125,0.012944700196385384,0.14117659628391266,0.01294466108083725,3.1895662687020376e-05,3.9666223526000977
0,100.0,75,0.0,1257.6219482421875,0.013159699738025665,-1.5893189907073975,0.013154637068510056,-0.0003649881109595299,3.9666223526000977
0,100.0,75,0.0,1004.4639892578125,0.013397700153291225,-2.8760409355163574,0.013380824588239193,-0.0006722336984239519,3.9666223526000977
0,100.0,75,0.0,800.3048706054688,0.013663900084793568,-3.870452880859375,0.013632736168801785,-0.0009223239030689001,3.9666223526000977
0,100.0,75,0.0,631.0095825195312,0.013967299833893776,-4.599456787109375,0.013922319747507572,-0.001120030414313078,3.9666223526000977
0,100.0,75,0.0,498.6701965332031,0.014272999949753284,-5.130227088928223,0.014215822331607342,-0.0012762881815433502,3.9666223526000977
0,100.0,75,0.0,397.24578857421875,0.014577199704945087,-5.396542072296143,0.014512588270008564,-0.0013709597988054156,3.9666223526000977
0,100.0,75,0.0,319.602294921875,0.014865799807012081,-5.489721775054932,0.014797615818679333,-0.0014221692690625787,3.9666223526000977
0,100.0,75,0.0,251.11610412597656,0.01515320036560297,-5.444596767425537,0.015084835700690746,-0.0014377840561792254,3.9666223526000977
0,100.0,75,0.0,200.8928985595703,0.01544210035353899,-5.214879035949707,0.015378182753920555,-0.001403550966642797,3.9666223526000977
0,100.0,75,0.0,158.00559997558594,0.015704700723290443,-4.89216423034668,0.015647487714886665,-0.0013393072877079248,3.9666223526000977
0,100.0,75,0.0,125.55799865722656,0.015928199514746666,-4.552000045776367,0.01587795652449131,-0.0012641230132430792,3.9666223526000977
0,100.0,75,0.0,99.73400115966797,0.016123300418257713,-4.127843856811523,0.016081474721431732,-0.0011605899780988693,3.9666223526000977
0,100.0,75,0.0,79.44915008544922,0.016292400658130646,-3.7208609580993652,0.016258057206869125,-0.0010573057224974036,3.9666223526000977
0,100.0,75,0.0,63.34458923339844,0.01643200032413006,-3.3365390300750732,0.01640414632856846,-0.0009563536732457578,3.9666223526000977
0,100.0,75,0.0,49.86701965332031,0.016553400084376335,-2.9621970653533936,0.016531283035874367,-0.0008554310770705342,3.9666223526000977
0,100.0,75,0.0,39.724578857421875,0.016656799241900444,-2.6371030807495117,0.016639159992337227,-0.0007663773722015321,3.9666223526000977
0,100.0,75,0.0,31.88775062561035,0.01673780009150505,-2.362313985824585,0.016723575070500374,-0.0006899066502228379,3.9666223526000977
0,100.0,75,0.0,24.933509826660156,0.01680609956383705,-2.098655939102173,0.016794826835393906,-0.0006154438597150147,3.9666223526000977
0,100.0,75,0.0,19.946809768676758,0.0168698001652956,-1.8957979679107666,0.016860567033290863,-0.0005580846918746829,3.9666223526000977
0,100.0,75,0.0,15.943880081176758,0.016920700669288635,-1.7374659776687622,0.016912922263145447,-0.0005130331846885383,3.9666223526000977
0,100.0,75,0.0,12.400790214538574,0.016972500830888748,-1.6129900217056274,0.016965774819254875,-0.00047774650738574564,3.9666223526000977
